"Name","Disc. Date","mmax","Mmax","Host Name","z","Type","E(B-V)","X-ray"
"SN2017vh","2017/01/23","18.06","-19.4","","0.069","Ia","0.031",""
"PSN J08250876+5416365","2015/02/10","19.1","-19.1658","","0.099294","Ia-91T","0.04",""
"SN2019go","2019/01/03","19.51","-19","","0.1,0.1","Ia","",""
"SN2018khc","2018/12/13","19.31","-19.1305","","0.107431","Ia","",""
"SN2018ins","2018/11/13","17.29","-19","","0.05,0.05","Ia","",""
"SN2005mc","2005/12/23","16.89","-18.39","UGC 4414","0.026006,0.025221","Ia","0.0379",""
"ASASSN-15uv","2015/12/31","16.29","-18.492","2MASX J08270817+2748382","0.02033","Ia","0.0286",""
"SN2018gqo","2018/09/14","18.8","-19.2","","0.087,0.087","Ia","0.0479",""
"SN1999aa","1999/02/11","14.42","-19.6","NGC 2595","0.01444,0.01444","Ia Pec","0.0342",""
"SN2016bif","2016/03/18","19.47","-19.4","","0.13","Ia","0.0177",""
"SN2018lak","2018/12/28","18.43","-19","","0.06,0.06","Ia","",""
"SN2016gjw","2016/09/19","18.01","-19.3301","","0.065316","Ia","0.038",""
"SN2004cl","2004/03/20","21.5","-17.03","A082933+0852","0.112,0.11,0.112","Ia","0.0241",""
"SN2016cdx","2016/04/28","19.11","-17.9","LCSB S1155P","0.056","Ia","0.0313",""
"SN2014dx","2014/12/25","15.6","-19.0259","MCG -03-22-02","0.018926","Ia","0.0556",""
"AT2015cc","2015/01/20","18.5","-19.3944","","0.083957","Ia","0.0284",""
"SN2007bd","2007/04/04","16.55","-19.07","UGC 4455","0.031939,0.031018","Ia","0.0289",""
"SN2018hmy","2018/10/21","16.8","-18.1106","ESO -124-G 018","0.021562,0.021562","Ia","",""
"SN2018aup","2018/04/15","17","-19.2908","MCG -01-22-018","0.040521","Ia","0.0354",""
"SN2018khd","2018/12/17","18.79","-19","","0.09,0.09","Ia","",""
"SN2001kn","2001/03/13","19.9","-19.03","A083210+4717","0.134,0.13,0.134","Ia","0.0345",""
"SN2010lq","2010/12/27","15.6","-19.75","ESO 495-G16","0.0264","Ia","0.0917",""
"SN2018huy","2018/11/01","18.72","-19.29","","0.0883,0.0883","Ia","",""
"SN2017cgr","2017/03/13","16.69","-19.4","PGC 152788","0.037","Ia","0.0312",""
"SN2018brz","2018/05/15","15.98","-18.7","2MASX J08332211-7637363","0.019,0.019","Ia","0.1214",""
"SN2006bb","2006/03/25","17.04","-18.26","UGC 4468","0.0258","Ia","0.0294",""
"SN2017jr","2017/01/14","18.65","-19","","0.06,0.06","Ia","0.0945",""
"SN2018bgc","2018/05/06","17.5","-18.23","MCG +09-14-62","0.0313","Ia","0.0386",""
"SN2002cc","2002/04/04","17.2","-20.1631","SDSS J083402.21+553906.7","0.065999","Ia","0.0429",""
"SN2005kv","2005/11/19","19.2","-18.4","A083411+0616","0.072","Ia","0.0302",""
"SN2014ao","2014/04/17","15.2","-18.8","NGC 2615","0.014","Ia","0.0282",""
"SN2007H","2007/01/10","17.9","-18.55","A083502-0820","0.0436","Ia","0.0338",""
"SN1999gm","1999/12/15","18.5","-17.8893","2MASX J08351095-0823132","0.042383","Ia","0.0346",""
"SN2014ev","2014/12/25","18.4","-18","","0.043","Ia","0.0261",""
"PSN J08351668+4819011","","","","","","Ia","0.0261",""
"SN2001bg","2001/05/08","12.8","-18.8","NGC 2608","0.007122","Ia","0.0338",""
"SN2018aqy","2018/03/30","18.42","-19","","0.07,0.07","Ia","0.0347",""
"SN2008bi","2008/03/22","15.9","-17.97","NGC 2618","0.0134,0.0144,0.0134","Ia","0.037",""
"SN2010ap","2010/02/13","20.37","-18.7","A083612+4400","0.14,0.14,0.14","Ia","0.025",""
"SN2019jf","2019/01/07","18.82","-17.5169","","0.041382","Ia","",""
"SN2009kq","2009/11/05","14.61","-18.95","MCG +05-21-01","0.0116,0.0124,0.0117,0.0126","Ia","0.0352",""
"SN2017jeg","2017/12/26","18.1","-19","SDSS J083624.62+260724.5","0.07,0.07","Ia","0.0329",""
"SN2018ilf","2018/11/06","18.29","-19","","0.06,0.07","Ia","",""
"SN2017jet","2017/12/26","16.8","-19","GALEXASC J083701.19+814145.7","0.04,0.04","Ia","0.0236",""
"SN2017icq","2017/11/10","19","-19","","0.09,0.09","Ia","0.0298",""
"SN2013ar","2013/03/14","17.5","-20","A083746+4928","0.06","Ia","0.0297",""
"SN2018ggc","2018/09/08","17.6","-17.9296","NGC 2622","0.028624","Ia","0.0346",""
"SN2018gru","2018/09/15","18.42","-19.08","","0.0702,0.0702","Ia","0.0241",""
"SN2004gs","2004/12/12","16.84","-18.55","MCG +03-22-20","0.027498,0.026645","Ia","0.0257",""
"SN1999gd","1999/11/24","16.38","-18","NGC 2623","0.01851,0.01846","Ia","0.0354",""
"SN2017diy","2017/04/27","18.83","-17.6","","0.044,0.044","Ia","0.0314",""
"SN2018bvv","2018/05/05","18.9","-19","","0.1,0.1","Ia","0.031",""
"ASASSN-15kg","2015/05/27","14.9","-19.1082","2MASX J08401168-0435369","0.014257","Ia","0.0182",""
"SN2017cfd","2017/03/16","13.46","-20.188","IC 511","0.012085,0.012085","Ia","0.0183",""
"PSc590194","2014/01/27","13.92","-24.132","","0.09016","Ia","0.0202",""
"SN2017iws","2017/12/12","18.86","-19.2","","0.091,0.091","Ia","0.0264",""
"SN2018gqn","2018/09/14","18.26","-19","","0.06,0.06","Ia","0.0509",""
"SN2011ac","2011/02/11","16.7","-19.91","UGC 4552","0.0468","Ia","0.0465",""
"SN2016iyx","2016/12/20","16.5","-19.8","","0.041,0.041","Ia","0.0315",""
"SN2012bj","2012/03/15","20","-19.42","A084332+3200","0.167,0.167","Ia Pec","0.0343",""
"SN2009ni","2009/12/16","18.4","","A084441-0619","","Ia","0.0153",""
"SN2010iw","2010/10/14","15.5","-19.4","UGC 4570","0.021","Ia Pec","0.0466",""
"SN2001jp","2001/12/09","22.23","-19.78","A084631+4403","0.528,0.528","Ia","0.0255",""
"SN2016jaw","2016/12/23","17.98","-18.4","2MASX J08482154+2431517","0.043","Ia","0.0334",""
"SN2005ms","2005/12/27","16","-19.4","UGC 4614","0.025204","Ia","0.029",""
"SN2018gya","2018/09/26","18.66","-18.91","","0.0726,0.0726","Ia-91T","",""
"SN2019ano","2019/02/06","18.1","-19.5","SDSS J084920.46+111152.7","0.072,0.072","Ia-91T","",""
"SNF20060208-002","2006/03/21","","","","0.05053","Ia","0.0243",""
"SN2017coa","2017/03/28","17.3","-19","SDSS J084955.19+560554.6","0.04,0.04","Ia","0.0543",""
"SN2004gl","2004/11/21","18.4","-17.8237","MCG +08-16-31","0.039301","Ia","0.0235",""
"SN2008ia","2008/12/07","15.8","-19.2129","ESO 125-G6","0.022597","Ia","0.1954",""
"SN2014K","2014/01/22","15.75","-17.8135","MCG +12-09-21","0.011625","Ia","0.0571",""
"SN2017djt","2017/04/22","18.93","-19.1","","0.088,0.088","Ia","0.0268",""
"SN2013O","2013/01/21","17.1","-19.7781","A085206+5236","0.052948","Ia","0.0191",""
"SN2004fw","2004/11/06","18","-16.665","UGC 4633","0.01927","Ia","0.0206",""
"SN2001fu","2001/11/05","15.1","-16.894","MCG -03-23-11","0.005651","Ia","0.1622",""
"SN2011hz","2011/11/03","17.9","-20","A085234+5515","0.086","Ia","0.0285",""
"SNF20080320-007","2008/03/20","18.2","-17.357","","0.02898","Ia","0.0228",""
"SN2018dt","2018/01/08","18.6","-19","SDSS J085322.12+485943.6","0.08,0.08","Ia","0.0231",""
"SN2008bv","2008/04/19","18.3","-18.696","UGC 4653","0.055865","Ia","0.0291",""
"SN2010lj","2010/12/03","19","","A085402+3503","","Ia","0.0276",""
"SN2002hd","2002/10/24","16.77","-18.88","MCG -01-23-08","0.035001","Ia","0.0321",""
"SN1999X","1999/01/23","16.6","-18.52","CGCG 180-022","0.02517,0.02517","Ia","0.0272",""
"SN2003Y","2003/01/29","16.47","-17.914","IC 522","0.01694","Ia","0.0399",""
"SN2011hr","2011/11/08","13.8","-20.0533","NGC 2691","0.013279","Ia-91T","0.0207",""
"SN2019ajc","2019/01/10","20.46","-18.46","SDSS J085508.18+142214.2","0.133,0.133","Ia","",""
"SN2011B","2011/01/07","12.39","-19.19","NGC 2655","0.00467","Ia","0.0265",""
"SN2009mc","2009/11/21","17.7","","A085559-0519","","Ia","0.0186",""
"SN2017hai","2017/09/29","18.91","-18.28","","0.0609,0.0609","Ia","0.0229",""
"SN2016huh","2016/11/04","16.8","-17.7829","ESO 563- G 035","0.018556,0.018556","Ia","0.1481",""
"SN2017jbp","2017/12/07","20.32","-18.7","","0.14,0.14","Ia","0.0829",""
"SN1968E","1968/03/21","13.36","-20.4","NGC 2713","0.013","Ia","0.0366",""
"SN2017iha","2017/11/19","17.5","-19.1593","2MASX J08572853+2836599","0.047931,0.047931","Ia","0.0232",""
"SN2017ixa","2017/12/10","19.33","-18.7","","0.088,0.088","Ia","0.0319",""
"SN2013bf","2013/03/28","18.2","-19.7","A085836+5419","0.084","Ia","0.0141",""
"SN2013gb","2013/10/31","16.7","-18.804","UGC 4700","0.02829","Ia","0.0224",""
"SN2012ae","2012/02/13","18.4","-15","A085856+2303","0.011","Ia","0.026",""
"SN1999au","1999/03/09","19.2","-19.56","A085858-0722","0.124,0.12,0.124","Ia","0.0275",""
"SN2017vu","2017/01/21","17.2","-19.2966","2MASX J08592386-0952291","0.044507,0.044507","Ia","0.032",""
"PS15tb","2015/03/12","14.91","-20.58","UGC 4709","0.0281","Ia","0.0208",""
"SN2017ipi","2017/11/28","17.75","-18.391","MCG +10-13-048","0.037845,0.037845","Ia","0.0519",""
"PS15mb","2015/03/10","16.77","-18.77","SDSS J085940.13+1511","0.0287","Ia","0.0301",""
"SN2019on","2019/01/09","17.11","-19","","0.04,0.04","Ia","",""
"SN2018jes","2018/11/17","18.9","-19.6","","0.11,0.11","Ia","",""
"SN2016bsc","2016/04/22","18","-19","KUG 0856+499","0.05,0.05,0.05","Ia","0.0193",""
"SN2015bl","2015/12/30","20","-18.1","","0.093,0.093","Ia","0.0118",""
"SN2000eu","2000/11/16","18.7","","A090013-0535","","Ia","0.0189",""
"SN2016iyv","2016/12/20","16.23","-19.5","GALEXASC J090013.19-133803.5","0.031,0.031","Ia-91T","0.0476",""
"SN2018gvx","2018/09/22","18.79","-19.24","SDSS J090031.48+362739.9","0.0893,0.0893","Ia","",""
"SN2017adi","2017/02/05","17.82","-17.904","","0.03128,0.03128","Ia","0.0249",""
"SN2002bk","2002/02/09","18.5","-18.5013","2MASX J09022690-0917450","0.055999","Ia","0.0411",""
"SN2018kxo","2018/12/23","18.92","-19.47","","0.105,0.105","Ia","",""
"SN2016haa","2016/10/09","17.05","-19.2383","2MASX J09033461+4142367","0.040476,0.040476","Ia","0.0148",""
"SN2013B","2013/01/03","17.2","-18.94","ESO 60-G26","0.0378","Ia","0.09",""
"SN2010ld","2010/11/03","18.6","","A090403+0905","","Ia","0.0578",""
"SN2018jeo","2018/11/28","16.12","-18.4742","ESO 564- G 014","0.018653,0.018653","Ia","",""
"SN2017gzu","2017/09/28","18.47","-18.01","LEDA 2095708","0.0442,0.0442","Ia","0.0211",""
"SN2005F","2005/01/13","17.8","-17.72","MCG +02-23-27","0.0285","Ia","0.0314",""
"SN2013gf","2013/11/06","18.3","-20","A090526+5624","0.1","Ia","0.0175",""
"SN2018iq","2018/01/19","17","-18.1046","NGC 2746","0.023566","Ia","0.0281",""
"SN2013H","2013/01/06","16.5","-17.6886","ESO 36-G19","0.015487","Ia","0.1134",""
"SN2006ud","2006/12/16","22.1","","A090632+1009","","Ia","0.0423",""
"SN2018oh","2018/02/04","15.15","-18.2894","UGC 4780","0.010981,0.010981","Ia","0.0368",""
"SN2017jzk","2017/12/17","19.5","-18","","0.08,0.08","Ia","0.0307",""
"SN2016ek","2016/01/01","19.78","-16.7","","0.045,0.045","Ia","0.0198",""
"SN2008hv","2008/12/02","14.26","-19.6423","NGC 2765","0.013581,0.012549","Ia","0.0279",""
"ASASSN-13dd","2013/09/24","13.9","-19.8301","NGC 2765","0.012549","Ia","0.028",""
"SN2011ji","2011/11/28","","","A090821+1633","0.089","Ia Pec","0.0287",""
"SN2017dae","2017/04/15","17.33","-19.517","","0.052205","Ia","0.0171",""
"SN2013V","2013/01/06","16.5","-18.8826","UGC 4798","0.026762","Ia","0.0151",""
"SNhunt263","2014/10/26","15.8","-19.59","UGC 4798","0.0268","Ia","0.015",""
"SN2016jfn","2016/12/23","20.5","-19.1","","0.18","Ia","0.0298",""
"SN2018knf","2018/12/20","19.43","-18.8994","","0.102181","Ia","",""
"ASASSN-15ho","2015/04/19","16.7","-19.9","2MASXi J0909234-044327","0.046","Ia","0.0199",""
"SN2001G","2001/01/08","14.1","-20","MCG +08-17-43","0.01677,0.01677","Ia","0.0135",""
"SN2018kl","2018/01/23","18.32","-19.3","SDSS J090937.91+483938.8","0.073,0.073","Ia","0.0149",""
"ASASSN-14ar","2014/04/24","16.2","-18.85","IC 527","0.02298","Ia-91bg","0.0172",""
"SN2016dxc","2016/04/06","15.43","-23.16","","0.115","Ia","0.0151",""
"SN2012cm","2012/05/13","16.4","-19.0972","A091005+2012","0.028202","Ia","0.0349",""
"PSN J09100885+5003396","2015/11/08","16.7","-18.6","UGC 4812","0.026","Ia Pec","0.0166",""
"SN1993Z","1993/09/23","13.87","-18.2","NGC 2775","0.00452,0.0045,0.0045","Ia","0.037",""
"ASASSN-14iu","2014/10/12","14.4","-19.9731","NGC 2771","0.016855","Ia","0.0161",""
"SN2016bsd","2016/04/22","18","-18.8","SDSS J091041.37+500204.6","0.052,0.052","Ia","0.0168",""
"SN2018ha","2018/01/13","20.59","-16.6","","0.061,0.061","Ia","0.0378",""
"SN2007cy","2007/04/02","19","-18","A091130+0827","0.05,0.05","Ia","0.0504",""
"SN2001km","2001/02/15","18.4","-19.1","A091138-0042","0.07022,0.07","Ia","0.0257",""
"SN2018aqa","2018/04/04","15.56","-19.985","CGCG 062-004","0.02883,0.02883","Ia","0.0384",""
"SN2010au","2010/03/15","16.7","-20.5","PGC 82347","0.061","Ia","0.0177",""
"SN2008hk","2008/11/06","16.7","-18.94","SDSS J091243.63+095548.3","0.0301,0.0301","Ia","0.0657",""
"SN2018joe","2018/12/03","18.3","-19","","0.065","Ia","",""
"SN2013P","2013/01/15","15.3","-19.8929","MCG +05-22-020","0.024537","Ia","0.0245",""
"SN1985A","1985/01/25","14.5","-16.9","NGC 2748","0.0049","Ia","0.0232",""
"SN2016aak","2016/02/03","16.26","-19.2146","UGC 4864","0.028,0.027913,0.028","Ia","0.0269",""
"SN2018aqr","2018/04/02","18.35","-18.6","","0.054,0.054","Ia","0.0331",""
"SN2009mo","2009/10/17","21.5","-16","A091424+1551","0.07,0.07","Ia","0.0269",""
"SN2009bd","2009/03/17","19.89","-19.28","A091434+5110","0.149,0.15,0.149","Ia","0.0141",""
"SN2009cz","2009/04/06","15.61","-19.25","NGC 2789","0.0211","Ia","0.0221",""
"SN2009cp","2009/03/25","20.2","-19.8","A091512+1905","0.22,0.22","Ia","0.0347",""
"SN2010lk","2010/12/03","17.4","","A091514+0122","","Ia","0.0273",""
"SN2006lu","2006/10/30","17.6","-19.0711","A091517-2536","0.0481889","Ia","0.0986",""
"SN2016aoz","2016/02/19","17.56","-19","NPM1G +76.0027","0.05","Ia","0.0199",""
"SN2018dx","2018/01/10","17.3","-19.6","SDSS J091612.25+390341.8","0.053","Ia","0.0149",""
"SN2005am","2005/02/22","13.66","-18.9","NGC 2811","0.007899,0.008967,0.007899","Ia","0.0433",""
"SN2018xy","2018/02/21","15.5","-20.1952","CGCG 062-012","0.030875,0.030875","Ia","0.0348",""
"SN1999as","1999/02/18","18.3","-20.51","A091630+1339","0.127,0.13","Ic","0.0268",""
"SN2016ad","2016/01/08","17.93","-18.8386","SDSS J091640.82+221752.2","0.050376,0.050376","Ia","0.0473",""
"SN2017ilf","2017/11/22","17.39","-18.2206","NGC 2803","0.029704,0.029704","Ia","0.0465",""
"SN2018cmu","2018/06/12","17.5","-18.4157","2MASX J09175988+5000079","0.034146,0.034146,0.034146","Ia","0.0128",""
"ASASSN-15kk","2015/06/05","14.3","-18.912","UGC 4883","0.009893","Ia","0.0277",""
"SN2008hr","2008/11/23","18.3","-19.3686","2MASX J09185174+1857294","0.075802","Ia","0.0277",""
"SN2016dwj","2016/04/03","18.39","-19.5","","0.084","Ia","0.0152",""
"SN2017imd","2017/11/22","18.05","-18.5","CGCG 034-026","0.046,0.046","Ia","0.0391",""
"SN2011Q","2011/01/05","18.3","-20","A091911+3942","0.09","Ia","0.0136",""
"SN2008hf","2008/11/03","21.9","-19.1","A091943-1214","0.33,0.33","Ia","0.0406",""
"SN2014ai","2014/03/21","15.6","-19.4682","NGC 2832","0.023176","Ia","0.0141",""
"SN1999ar","1999/03/06","19.67","-19.5","A092016+0033","0.15,0.15","Ia","0.0263",""
"ASASSN-15fr","2015/03/24","16.4","-19.4697","2MASX J09202045-0738229","0.033436","Ia","0.0321",""
"SN1991K","1991/12/15","16.5","-17.9","NGC 2851","0.017,0.017","Ia","0.0499",""
"SN2009mx","2009/12/24","18.1","-17.34","NGC 2839","0.0275","Ia","0.0141",""
"SN2017dfo","2017/04/19","17.03","-18.9983","2MASX J09203974-2956533","0.035948,0.035948","Ia","0.1255",""
"SN2018imv","2018/11/05","18.79","-19","","0.09,0.09","Ia","",""
"SN2016hpe","2016/10/28","16.4","-19.1","SDSS J092119.07+170159.5","0.028,0.028,0.026","Ia-91T","0.0249",""
"SN1957A","1957/02/26","13.45","-17.13","NGC 2841","0.0021","Ia","0.0134",""
"SN1999by","1999/04/30","12.83","-17.75","NGC 2841","0.002128","Ia Pec","0.0134",""
"SN2016jbs","2016/12/25","18.13","-18.8252","MCG -02-24-17","0.054838","Ia","0.0359",""
"SN2002hv","2002/11/05","18.6","-16.1","UGC 4974","0.02343","Ia","0.0147",""
"SN2009ck","2009/03/21","19.5","-20","A092215+4544","0.17,0.17","Ia","0.0149",""
"SN2001kj","2001/01/02","18.1","-19.15","A092229+5754","0.063,0.0626","Ia","0.0298",""
"SN2018icm","2018/11/03","18.72","-19.1558","","0.083254,0.083254","Ia-91T","",""
"SN2011be","2011/03/25","16.9","-19.06","UGC 4985","0.0348","Ia","0.0307",""
"SN2017ux","2017/01/23","18.09","-19","2MASX J09225310-0312502","0.07,0.07","Ia","0.0298",""
"SN2018asj","2018/04/05","18.8","-19","","0.1,0.1","Ia","0.0493",""
"SN2018nt","2018/01/22","19.38","-20.72","SDSS J092327.52+171104.4","0.226,0.226","Ia","0.03",""
"SN2016gwl","2016/10/02","15.85","-17","NGC 2865","0.009,0.009","Ia","0.072",""
"SN2000fq","2000/12/21","23.8","-19","A092337+2952","0.7,0.7","Ia","0.0195",""
"SNHiTS15bs","2015/02/17","19.1","-18","","0.07","Ia","0.0235",""
"SN2009cc","2009/02/27","20.6","-18.4","A092359+1409","0.138,0.14","Ia","0.0251",""
"SN2009mp","2009/10/17","21.5","-17.4","A092359+1406","0.13,0.13","Ia","0.0248",""
"SN2016ai","2016/01/04","18.56","-19","SDSS J092426.62+051018.2","0.09,0.09","Ia","0.0465",""
"SN2018jny","2018/12/03","17.5","-18.8","","0.041","Ia","",""
"SN2007kd","2007/09/23","16.3","-18.861","MCG +06-21-36","0.02418","Ia","0.0184",""
"ASASSN-14mu","2014/12/29","15.6","-19.822","KUG 0923+457","0.027249","Ia","0.0147",""
"SN1999U","1999/01/14","23.1","-19","A092642-0537","0.5,0.5,0.5","Ia","0.0338",""
"SN2017hqf","2017/10/27","18.2","-18.5","GALEXASC J092648.23+104603.0","0.048,0.048","Ia-91T","0.0252",""
"SN2013cg","2013/05/06","13.3","-19.437","NGC 2891","0.007952","Ia","0.0749",""
"SN1999T","1999/01/14","24.1","-18.5","A092701-0540","0.69,0.69","Ia","0.0352",""
"SN2007as","2007/03/13","15.8","-18.7039","ESO 18-G18","0.017896,0.017896","Ia","0.1229",""
"SN1998aj","1998/03/26","24.1","-18.9","A092755-0459","0.83,0.83","Ia","0.0298",""
"SN1999S","1999/01/14","23.8","-17.9","A092808-0458","0.46,0.46","Ia","0.0292",""
"SN1998ah","1998/03/26","22.6","-18.9","A092815-0521","0.43,0.43","Ia","0.031",""
"SN2003ae","2003/01/23","17.1","-18.73","2MASX J09282257+2726402","0.0329,0.0338","Ia","0.0204",""
"SN1999R","1999/01/14","23.5","-19.1","A092829-0437","0.68,0.68","Ia","0.028",""
"SN1999L","1999/01/13","23.2","-19.3","A092831-0019","0.65,0.65","Ia","0.026",""
"SN2018pc","2018/02/03","15.2","-18","UGC 5049","0.009,0.009,0.009","Ia","0.0123",""
"SN2011at","2011/03/10","14.09","-18.293","MCG -02-24-27","0.006758","Ia","0.0585",""
"SN2016aje","2016/02/10","18.56","-19.6","","0.095,0.095","Ia","0.0261",""
"SN2014ed","2014/11/21","19.5","-19.7","A092914+2234","0.15,0.15","Ia","0.0236",""
"SN2018iuo","2018/11/10","18.72","-19.6147","","0.102429","Ia","",""
"SN2014R","2014/02/08","15.65","-19.5971","UGC 5055","0.025154","Ia-91T","0.0291",""
"ASASSN-15uh","2015/12/18","15.14","-18.75","KUG 0925+693","0.0135,0.0134","Ia Pec","0.1247",""
"SN2018hsy","2018/11/03","16.94","-18.5605","CGCG 091-100","0.028245,0.028245","Ia","",""
"SN2017bbw","2017/02/18","19.1","-19","SDSS J093036.25+112953.3","0.09,0.09","Ia","0.0265",""
"SN2017mu","2017/01/21","18.9","-18.93","GALEXASC J093036.72+212437.4","0.0815,0.0815","Ia","0.0257",""
"SN2019qc","2019/01/09","18.39","-18.41","","0.05111","Ia","",""
"SN2002ka","2002/12/28","14.8","-17","A093041-1446","0.006","Ia","0.0557",""
"SN2018hfr","2018/10/10","15.79","-19.2231","2MASX J09305509-0434173","0.022599,0.022599","Ia-91T","0.0241",""
"SN2013gs","2013/11/29","15.29","-19.0874","UGC 5066","0.016888","Ia","0.0161",""
"SN1998J","1998/01/23","22.5","-20.5","A093110-0445","0.828,0.83,0.83","Ia","0.0228",""
"SN1998ac","1998/02/27","23.7","-18","A093120-0516","0.46,0.46,0.46","Ia","0.0324",""
"SN2013R","2013/01/06","16.7","-20.1","PGC 82417","0.052","Ia","0.0112",""
"SN2018eh","2018/01/09","18.43","-19","","0.06,0.06","Ia","0.0575",""
"SN2010dp","2010/05/18","","","A093203-0553","","Ia","0.0318",""
"SN2017jtv","2017/12/22","19.35","-19","","0.09,0.09","Ia","0.0381",""
"SN2001kq","2001/03/23","19.1","-18.51","A093334+5510","0.0737","Ia","0.0288",""
"SN2011au","2011/03/05","18.9","-19.61","A093341+3040","0.111,0.111","Ia","0.0166",""
"SN2018ahg","2018/03/17","19.58","-19.3","","0.131,0.131","Ia","0.0184",""
"SN2019qe","2019/01/10","19.33","-18.2444","","0.072637","Ia","",""
"SN2018jgz","2018/12/01","17.73","-20","","0.08,0.08","Ia","",""
"SNhunt163","2012/12/17","18.8","-15.3","NGC 2924","0.015","Ia","0.0522",""
"SN2019qb","2019/01/08","18.36","-18.8","","0.061,0.061","Ia","",""
"SN2010ce","2010/04/08","17.7","-19","A093530+0128","0.06,0.06","Ia","0.0529",""
"SN2018hme","2018/10/20","15.59","-18.3976","MCG -03-25-010","0.014123,0.014123","Ia","",""
"SN2018kww","2018/12/20","19.23","-18.22","","0.0685,0.0685","Ia-91T","",""
"SN2000bn","2000/03/25","18.8","","A093541+0432","","Ia","0.0379",""
"SN2005kw","2005/11/19","20","-17.4","A093606+2424","0.068","Ia","0.0198",""
"SN2017cyy","2017/04/12","15.11","-18.077","ESO 091-015","0.009777","Ia","0.2156",""
"SN1996Z","1996/05/16","14.13","-18","NGC 2935","0.00758,0.00763,0.00829","Ia","0.0547",""
"SN2010jn","2010/10/12","16.77","-18.4678","NGC 2929","0.025047","Ia","0.0261",""
"SN2005M","2005/01/19","15.91","-19","NGC 2930","0.022972,0.022012","Ia","0.0273",""
"SN2003ly","2003/12/20","20.4","","A093749+1011","","Ia","0.0275",""
"SN2001fe","2001/11/02","14.17","-19.8","UGC 5129","0.013539","Ia","0.0185",""
"SN1999aq","1999/02/20","18.8","-18","NGSS B093540.48-045523.2","0.05,0.05,0.05","Ia","0.0286",""
"SNHiTS15bu","2015/02/17","20.9","-19","","0.21","Ia","0.0413",""
"SN2018bfq","2018/05/06","17.45","-20","2MASXi J0938149-084717","0.06,0.06","Ia","0.0414",""
"SN2008bc","2008/03/13","15.43","-18.7893","A093831-6358","0.015707,0.015707","Ia","0.2251",""
"SN2003kz","2003/12/16","18.5","-18","MCG +09-16-34","0.05,0.05","Ia","0.0091",""
"SN2018apk","2018/04/02","17.02","-18.457","NGC 2943","0.027943","Ia","0.0271",""
"SN1995M","1995/04/22","18.5","-18.68","A093841-1220","0.0607","Ia","0.0387",""
"SN2018isv","2018/11/03","18.97","-18.758","2MASX J09384339+0904599","0.077868","Ia","",""
"SN2003D","2003/01/06","16.95","-18.0153","MCG -01-25-09","0.022109","Ia","0.05",""
"SN2017hzv","2017/11/13","16.4","-19.7","SDSS J093912.43-012026.0","0.037","Ia","0.0224",""
